train_input_1,train_output_1
lx~<n{Zx0A,llxx~<nn{ZZxx0AA
v,vv
"{r}~""n","{rr}~""nn"
|tUuI!xf9+k}'Z}1X;ZM,|ttUUuuII!!!xxff9+kk}'ZZ}1XX;ZZMM
"I""Z[2p'm","II""ZZ[2pp'mm"
"X\ qKt(o""Ndmaf}'&","XX\ qqKKtt(oo""NNddmmaaff}'&"
zjf~,zzjjff~
"iv
/B)4/SB[;r.0:","iivv
/BB)4/SSBB[;rr.0:"
<,<
"IIA""*TA]}]","IIIIAA""*TTAA]}]"
"bg_\WW\`Jkh$:
q/Y","bbgg_\WWWW\`JJkkhh$:
qq/YY"
SlFq&E3,SSllFFqq&EE3
"-:v;#V4Lpw=aiw%M6&,;","-:vv;#VV4LLppww=aaiiww%MM6&,;"
cKYr}Ai&`.+`\+,ccKKYYrr}AAii&`.+`\+
"KH.k""jL|,:XX,","KKHH.kk""jjLL|,:XXXX,"
jyhx|Y,jjyyhhxx|YY
R {{46Vj7s,RR {{46VVjj7ss
"t9]W,:I(Zk&gqhK[f","tt9]WW,:II(ZZkk&ggqqhhKK[ff"
rH,rrHH
"Z^: Xub<g+2TzuRh,)","ZZ^: XXuubb<gg+2TTzzuuRRhh,)"
QW	tPQ/&~E!UBu:Eb9,QQWW	ttPPQQ/&~EE!!!UUBBuu:EEbb9
=X6,=XX6
kwOGa/!),kkwwOOGGaa/!!!)
	,	
"9<jndUeh*G
C","9<jjnnddUUeehh*GG
CC"
F4B,FF4BB
Cd{G,CCdd{GG
~5.S*!,~5.SS*!!!
#@R@*U,#@RR@*UU
@mTdE'giQC3e{;	-d5,@mmTTddEE'ggiiQQCC3ee{;	-dd5
~cNslN,~ccNNssllNN
"X`q6|gJbm'b,+i","XX`qq6|ggJJbbmm'bb,+ii"
WpM W( I;:l9w]0H},WWppMM WW( II;:ll9ww]0HH}
*_(.b&<-[rd,*_(.bb&<-[rrdd
"Cn	""nZ+'L 6fYz>O>","CCnn	""nnZZ+'LL 6ffYYzz>OO>"
=LX1B{kdiV)|>3K@-,=LLXX1BB{kkddiiVV)|>3KK@-
xGN~\`g*h\EWrQp\,xxGGNN~\`gg*hh\EEWWrrQQpp\
:`/y,:`/yy
m%&g2]zChVQ'0,mm%&gg2]zzCChhVVQQ'0
Xn@E;M-=|.-]RV,XXnn@EE;MM-=|.-]RRVV
"#Km'<""'m","#KKmm'<""'mm"
6A>ZWizv,6AA>ZZWWiizzvv
_,_
"p_tz$?q?)
]:","pp_ttzz$?qq?)
]:"
o	W?fa2rg,oo	WW?ffaa2rrgg
GnU'^,GGnnUU'^
"uM&q!g|W\,","uuMM&qq!!!gg|WW\,"
"gOvcJr+	?w,j`-O","ggOOvvccJJrr+	?ww,jj`-OO"
N1[[,NN1[[
`A	g!WT,`AA	gg!!!WWTT
>ThJ<r%G_	kXA,>TThhJJ<rr%GG_	kkXXAA
"$.oB	:kG35=,M","$.ooBB	:kkGG35=,MM"
/W,/WW
y5P?J1JZ,yy5PP?JJ1JJZZ
06<d;;b}&e8M,06<dd;;bb}&ee8MM
"I
Wy)@$c#DQ)=","II
WWyy)@$cc#DDQQ)="
"'3];
~c58","'3];
~cc58"
"9WCC5
~SG(DGxEs","9WWCCCC5
~SSGG(DDGGxxEEss"
"(
|Efkg2MEKaz","(
|EEffkkgg2MMEEKKaazz"
|K^u/y39,|KK^uu/yy39
" ,GNE&D+MBA:au.V>NV"," ,GGNNEE&DD+MMBBAA:aauu.VV>NNVV"
eJ2FgR*Tjd1gW#.+A,eeJJ2FFggRR*TTjjdd1ggWW#.+AA
|eJ,|eeJJ
.V^6,.VV^6
Q~DHPYk@\X&,QQ~DDHHPPYYkk@\XX&
"'t	Q)i#mjry""fKrY","'tt	QQ)ii#mmjjrryy""ffKKrrYY"
"16_@_Ox@;'f3s
<yxJcl","16_@_OOxx@;'ff3ss
<yyxxJJccll"
E:Mu!h,EE:MMuu!!!hh
"Wc2
6k0%(!9U!","WWcc2
6kk0%(!!!9UU!!!"
#HE&!eR.)Ax2p,#HHEE&!!!eeRR.)AAxx2pp
"APcBTn
?G~(!$#{R<4","AAPPccBBTTnn
?GG~(!!!$#{RR<4"
oIA2E	Xj3F/,ooIIAA2EE	XXjj3FF/
S@yeR'-*J*&e	TI^,SS@yyeeRR'-*JJ*&ee	TTII^
rB>Lvw]mm#/S,rrBB>LLvvww]mmmm#/SS
#F8j,#FF8jj
xHb[|Bnz,xxHHbb[|BBnnzz
9Q1X-]*W`J,9QQ1XX-]*WW`JJ
;pO:(Ae#?e~-a;,;ppOO:(AAee#?ee~-aa;
/,/
H{l	N]3*aA#bF,HH{ll	NN]3*aaAA#bbFF
*,*
zOs6w^,zzOOss6ww^
{-|cFvugC	k3sF)\?s,{-|ccFFvvuuggCC	kk3ssFF)\?ss
B,BB
I_RE=T{;?RxJvCxonl,II_RREE=TT{;?RRxxJJvvCCxxoonnll
~Ca4BJz5@OFe/>>%,~CCaa4BBJJzz5@OOFFee/>>%
 *y}[fQZOShh, *yy}[ffQQZZOOSShhhh
L,LL
C,CC
ag&Oa{x\Uo6a [W,aagg&OOaa{xx\UUoo6aa [WW
" M69@

?9	\M"," MM69@

?9	\MM"
",4fntal6Ad$IK",",4ffnnttaall6AAdd$IIKK"
O BPZkTWKuE*6J,OO BBPPZZkkTTWWKKuuEE*6JJ
l,ll
):p>7fz)zFuao/@,):pp>7ffzz)zzFFuuaaoo/@
"~w%.3sXV\Oy,'HD@c_:q","~ww%.3ssXXVV\OOyy,'HHDD@cc_:qq"
"17=l- {?""","17=ll- {?"""
ejiPFo0SJ5^$Bi]zv,eejjiiPPFFoo0SSJJ5^$BBii]zzvv
6y!uOB\zp!gVSSk=,6yy!!!uuOOBB\zzpp!!!ggVVSSSSkk=
v40ac9P|p4'LACf&0,vv40aacc9PP|pp4'LLAACCff&0
-MrTYUEvBd,-MMrrTTYYUUEEvvBBdd
"]c t:0nd3ss
32XZx[k","]cc tt:0nndd3ssss
32XXZZxx[kk"
HZyB$)y*,HHZZyyBB$)yy*
)o=&/KJL,)oo=&/KKJJLL
")/
D2|h0e
My{
m}XB",")/
DD2|hh0ee
MMyy{
mm}XXBB"
"BbW%b	^(;|K
","BBbbWW%bb	^(;|KK
"
"I""Q'Im[t}2?woy(z=Iah","II""QQ'IImm[tt}2?wwooyy(zz=IIaahh"
-:Iy,-:IIyy
PCFF_A=K6@x}*o&J5S,PPCCFFFF_AA=KK6@xx}*oo&JJ5SS
P,PP
"""sjmBpa7(fL0Bj1>FY[#","""ssjjmmBBppaa7(ffLL0BBjj1>FFYY[#"
NLrZUj{C6.R!,NNLLrrZZUUjj{CC6.RR!!!
6Q0KI,6QQ0KKII
"o""|dy5;q","oo""|ddyy5;qq"
"ug$LA^!(,Q","uugg$LLAA^!!!(,QQ"
voenn,vvooeennnn
IJ,IIJJ
i<B(6tuyJ(K,ii<BB(6ttuuyyJJ(KK
" ,r94	$~tO"," ,rr94	$~ttOO"
vDEeddr<@2`gl,vvDDEEeeddddrr<@2`ggll
FXe^O?<6U>t3:,FFXXee^OO?<6UU>tt3:
\KB?iN_Joy,\KKBB?iiNN_JJooyy
&^V}jSG)+kY/'9,&^VV}jjSSGG)+kkYY/'9
3vP/]U1pV,3vvPP/]UU1ppVV
"Ah1y""@.XK9QDw=04","AAhh1yy""@.XXKK9QQDDww=04"
YI2,YYII2
<zF)?dh,<zzFF)?ddhh
"jR=}Npo1q,F$[$T<.'f","jjRR=}NNppoo1qq,FF$[$TT<.'ff"
!<F)_Wjuoizv-Bh?+k/_,!!!<FF)_WWjjuuooiizzvv-BBhh?+kk/_
hl,hhll
:<!,:<!!!
"ha]F
w>!=","hhaa]FF
ww>!!!="
*%yF^]M	),*%yyFF^]MM	)
I,II
)v58X(\FO#0yqlnT,)vv58XX(\FFOO#0yyqqllnnTT
O1dw.;F'%`@7_,OO1ddww.;FF'%`@7_
3jfq$84quMh7,3jjffqq$84qquuMMhh7
"GU?2,
LScK@kA]IpaDH","GGUU?2,
LLSSccKK@kkAA]IIppaaDDHH"
"]t*kG6G@]XE""RJw'(""!","]tt*kkGG6GG@]XXEE""RRJJww'(""!!!"
	#,	#
0,0
gepz5P5.Uk-:<X(_-Q4f,ggeeppzz5PP5.UUkk-:<XX(_-QQ4ff
hv p+Ii$p	*,hhvv pp+IIii$pp	*
[=Z\sV,[=ZZ\ssVV
"pY""vkqX_i$s","ppYY""vvkkqqXX_ii$ss"
"LvE&A+nRIT,B<u$~H2+","LLvvEE&AA+nnRRIITT,BB<uu$~HH2+"
Ntuv?;u|qUJA7D,NNttuuvv?;uu|qqUUJJAA7DD
ey!I`O,eeyy!!!II`OO
"
'+8","
'+8"
"3V.2A9q[NVA5%
","3VV.2AA9qq[NNVVAA5%
"
bS~4YQye,bbSS~4YYQQyyee
