train_input_1,train_output_1
"Y(LitH|H
\pZ7'&2/w*I. e|QSH!X; /Q 7rvA<fRh",Check sum is  
T9%/H\o;K,Check sum is Z
"%,R`%:wyf>FoWg(Tvn",Check sum is )
"'U0;` },J.l0;&FH=aj3B?7@ZU!%H[`5Mf<
nYe-",Check sum is %
h(4[|K`wg0o5__RSkXkM]Jt$?=NC( CSNG?UNk{S/0es2h,Check sum is !
%S0u,Check sum is =
CRTOsl;$cfi&3VDXvD=I,Check sum is S
eawF7BG<0v5$ET$E0rNpW~p.{(;@ >5|bNs!cPP,Check sum is '
Er$+z,Check sum is  
;H~ej{j>dQ>)(rX:@'	Y6M$hr%VJRhBM	xj:2+zZ,Check sum is I
d;Oss'/,Check sum is J
"jNg4zeD4E-
a_PCv'!y
6uNnl&\ava\\PZ}",Check sum is F
aZ7+? #p_B<ys1bFX8u0:s/_>iy1,Check sum is R
"4L2ZO#,Zrue,?Cw9`kcpfww""+>N2.
g",Check sum is *
"N6Wv/#,	l.E\b#M%]DLW`9<B]<L V,'a]TkR",Check sum is B
]n,Check sum is +
"Ws]b83' X<;?L-mJ4 vwgj@/!>""",Check sum is [
"+'=/v%$R
gXap,{.Yo8OjB",Check sum is Y
"H*rjq/ZdN|8""v,C2M""",Check sum is 6
"x8nrZ=Z9
1\b@)d*5[*1@^/$:KqiYj!t|T>",Check sum is +
"i~ea@=a,k])ju/{n#p9diKMK{a6x8 ]",Check sum is :
 upXACh4u&II*W'9=\YrJ\D{c7@[/;~#'gk-@N;e,Check sum is H
(SAj<d_ZDA.,Check sum is R
#.ub24I8DT_-0,Check sum is C
"NX,w_~24e/C`_'xX1EQ5;v$I7e&5#Y`05R[%5ScN*U9",Check sum is N
51z)QS:,Check sum is G
tW,Check sum is +
"5dS`< <(eM,\n^O7CGR3T7UJnfC
2`-F@FO[3w",Check sum is 1
\}ah	!PUV!X*gYL:sds;zAu1F&,"Check sum is """
V,Check sum is 6
"ygs+FmjGi'e@e(,",Check sum is 0
"p0b.|CkX4p-lO/lbDj~@
1.]EHds+mElzx]_|l83",Check sum is ;
Ee6,Check sum is @
"PP0V
dv8DjoMOjKotU#I!jL/HYIO|",Check sum is /
"V""`4.>Z8@l.t
4 @'",Check sum is =
"
LPV>LIsN|b8 ",Check sum is &
"B$Wp9=[8/%J,BW$wk~UugyyKuhoVUt;#?tnx?b!bFaPiU/
t^",Check sum is 1
"M2y?\mXoB9Tj;*,hr6sF33K7RpaHVy}m qy<je2`cz0Y",Check sum is S
"/t1XSN
zKd&(hf#]>wQQx0.VE:#sc	OfS rww\q2:Fg""<",Check sum is L
>[n`aW_#k}V);t`{Bk;#~e,Check sum is  
"0y
;7sU^Eta*xh	f:YHu`?LG",Check sum is @
W!y8p;n}45!=k='EWH2sx5Z*6;,Check sum is  
"{.p+zL3Y+;foCH
LD'LH""s' 1fzW=nz",Check sum is :
".P#HFi`A~$BV9WYGtU,;>N",Check sum is ?
[(o3kn,Check sum is ^
"
",Check sum is *
"kk,""zpub02t60C9	v8bY|j<<srP3]Sz}wR= ](7K,YnH*|xDj6",Check sum is F
"q-AIYg_6	d,!Nn""FK!kMO-Q0t5:DY",Check sum is \
"NY'55gyg~,QY""%Sk1g:=cg}p",Check sum is >
"lKU
9O_7WF|G",Check sum is 4
B;}u{,Check sum is J
"oj""!yP Xl_W@w,)nCYLS`4jj?#j!%5:rFb71cLOPM$$I",Check sum is +
'tc^q$(L^1V]anSM8bH{:Z{'fCRSk)Cz=Uw{,"Check sum is ,"
=3@xyd+2MoQ#(~l{C\\KD+ycM,Check sum is ]
/=;XZ*n<#fW1TgX?rUrC[,Check sum is G
zinF8z@+FxLHZ8EK3}U>_GjHyS,Check sum is /
:&v,Check sum is 6
"@^bJb""rN`fE?I{k@He{W4=qhz,~w#pfD",Check sum is H
">XUA)BX,:y\Zg,x/PG""dvH_@7Y9=Ti'G)IWv?(_MKUMS:}",Check sum is R
"7~
?paChZ{B""S4$",Check sum is >
"=y\^q#JnJ~Q$LEjv	d%""OjhCvQ_""*c pErHShK[(}0Xtg",Check sum is /
"l,E/-f*j/(<)$`GC@MDstG-DNG""j%jG]C|q*",Check sum is ;
"2	&x~,",Check sum is #
YGv|c6Qyw Ox)=gt#p=`8S4X?Ztg,Check sum is /
"XSO?onY8gu((z|qKh\1L&<=W`A^3+:t:)LV_""}].D",Check sum is 9
L^<l5TlX_jU,Check sum is ]
/&kV,Check sum is 6
oXCS5eMtIR>~Y6Cj=6iw7[V):Kj%Qr\MViw>oS,Check sum is E
(PIBy71h.9FSg#k|sxL,Check sum is T
%l<@K(J	}TW8=L}c1*i*7nV<!?si,Check sum is ]
XF^35h~5)i(,Check sum is Y
Hz,"Check sum is """
(IoC|,Check sum is ?
Er,Check sum is W
_/1(~V#];`+759	uvKYm^,Check sum is )
"cf	
!#@ZL#5[LE\{Z	POsDG{<T#/p1>J3D",Check sum is >
"[SKTN(w?]sIdiUva6: KKW
hGACD7`,B4)\",Check sum is '
"%Kst{/)VY@-@bp""-m.fyEC6fh+_",Check sum is W
srdjam,Check sum is !
v~B#%.P/V(!#A,Check sum is N
"JS*@,e'N+kt4Sv>hV4",Check sum is $
dU69ztxP/Mq]nPWd?Zw\$,Check sum is Q
"<DJD:^t3
>en!P# Em54_N>=lrIl}K	Eao|,&0u3iU",Check sum is \
"7c9Q0bX\-(b=iZ!9>a@C(
Nk.DX8I",Check sum is 3
*@0toc?BwYj,Check sum is ;
"HPh}	3I!D+_S?~D4]~TX@1q""_ljB>IFO~qU`)_u`%8[2{oHO",Check sum is #
"Zn9Z|RR]ibL.#,h",Check sum is 4
CJvw@h,Check sum is B
|K-q,Check sum is E
"SNF8
^ZdWN/UPL&Cy;x[W)6nF(geJ5`C;|ec92sL0*55""$",Check sum is M
4lh'.U&p+995'X!xkAJR=K|0Iy&|wi,Check sum is R
"M/w	-OyYr|9z4t,5",Check sum is T
9g6/gdUW7E+yT'V,Check sum is M
"QJ_r!t2lH7@S]#5MeqSt
Vm!AB",Check sum is !
"6,nU~*:6 =A
,SR-73i1@0.DuW{jt_# p)7",Check sum is @
"/wi7RaXx""c~*diB}N""6c8Vd0cEv+bp$)GgqT",Check sum is (
"#`
8'	s2ETh)""Wn};>k^D9v)AJkI?^l?nS:cFF,;y>_ln
",Check sum is 8
ntRWi_6fZ}7pv,Check sum is C
"^_gC*t^
F1dbX2e>,'K.;@IDH8mp",Check sum is (
"9$V	] pa	}a7
8Y$`n}dc:)$p4oP""""PLhu",Check sum is @
"H,kb'O+L![j'*~..?ql9X[oD)!p=QbT/9~]Pe:Lo",Check sum is E
"}FA7{w'1q)EQV%q$V7(6DC""Ue=:'aNJG/aQt2",Check sum is X
"!_f%{\T@MA3;O9
lr",Check sum is B
"*^m4""WN0y""J\/%j=(</(!E_343",Check sum is V
">frx>#wV0!I""I/Rf-1-x]a%\b","Check sum is ,"
"X~|C"";U]5P:5	vMN\",Check sum is .
"8cA?O9{/L	Z+,0Xz@l#,F6|,eS%eDS.]U)50]",Check sum is 8
ZkFK<8{$DaD:Deo yun,Check sum is @
m>2H3TU TzLWX\B:e]l,Check sum is P
)+&Sp<P~&4F,Check sum is G
ZWYlRK9?OR>Olne8`5HJY#!?fW91c8}{y7od\,"Check sum is ,"
k(jFFn'Y4YfZ;BB1Xc'hm%42<z(Jl[D^#yc,Check sum is &
5QojZ^*m1#\Ir,Check sum is 9
"Nf(&wi,{yhzS]#8|}$qL:XR",Check sum is M
"^y}WJ;QiT\
Mj[`K:uxLd`H.i78$;4=L]!MyX",Check sum is >
"\t%>.N4KxeZ!
aNw%KH0UEm""uV@@lq)WY9zC`F^pW	q#`V",Check sum is <
"^{3\30]ID~'~#N0&""",Check sum is !
S2pM7d|LN~{|Da,Check sum is -
"pn""$_?,<.AS{Fw`Q1&SDqJ\o/&RHvw8xzG!^QpL8<~?/","Check sum is """
"Q""OOgQYPeA,yEN#j7#Lf:KzpJuy4{/?^Po;`T8bz=~!4EMa",Check sum is 0
"
T$+
C",Check sum is Z
"a`t]j@{LQ78a}T|vFiHKk""\	\-l=l+dnFJxssdhF",Check sum is V
3mTxJ$-u%!4!1H{/;]T_K>Z2b1,Check sum is M
%arNH[*nCu9`9^\B?xTy+H,Check sum is ^
"Z=4CF8t HUh?ub3,)co,kW ,^X{G
,4$>tSBw&Y ?{BrpGNPE",Check sum is Z
"ydjcgy7z~{],3fE3D,N	SovwgyMLj",Check sum is G
"aIsG)6!
{]Dqv-:u01TY<",Check sum is 7
x<@`uw6z5:b`2%|h 2p:I	3H6}[:yaG&odh/=c OqsXa,Check sum is *
"
;TmQ6B&@nsiLcUQ*tRN0JsK$T,+b!yPn",Check sum is 3
"oe.,6<<O",Check sum is K
hO,Check sum is W
"CKz?ZE	Bcs1:_gpPp!4U st""IT#i_",Check sum is #
.PJF@9W;2-X|/=;~Z,Check sum is +
"%'Y;T{!1fLM-.Nv]XxtwZQCELwKvK<
Q",Check sum is 0
"qWHh$
(+",Check sum is Y
".<|jB#4G.W=B)_6PyP]+?'ayc0,""cGd","Check sum is """
Dil*9$*LNJGo7	p,Check sum is 4
"sGH-])Eq,
539TB_:}Y)dd'^T3o6N'y~q4MA$40pk:O",Check sum is T
"Vw=z$s056GfW}s6<m/DC%j9D]	z-{S	Ml,#",Check sum is W
yF|V[|s,Check sum is ;
A%h71+ge,Check sum is M
"t;]#X*MmY8aP,Nb#g~7FWBm5$`\=oD?!",Check sum is Y
"<n#I	[;1,0^aW\r<2CUv}x
LmY:SHB!cP'",Check sum is %
zIh	O[>K I$U)>v'i7`pvJ2t!Z@]{<&D;Zk#q\)3[M?2}G{xv(,Check sum is 6
"-yt?P7
lptD2'fDSQM?)&o
t+w:Vcd,@6i	t+u/:",Check sum is W
"dpHAl:B1)0MA4L=:
;`C}X=rMb*Pf$",Check sum is S
8%a}C]M`gWOG	]geL`'Fqf*rx	~ZTTW!lZtymvP*;XO,Check sum is %
"n>uOX;.pS_h:4&d)""0,>C",Check sum is ;
"th"",G%V6{5.Y~Tp#]A#Ypo~M^OqGASMXLZ%@K",Check sum is V
]5sYl?(%`V!rnC[Vgw[rl/=!RI,Check sum is  
_9GAb~`(izBta5_K{l^?Ca,Check sum is )
So!Df|!`,Check sum is *
"wsE(,@oNB1[1ohfwVKHtfk0SK>R2Z3 Vq?73`md0D",Check sum is S
">kw|IRy`:4%E2mDC4N"")i/",Check sum is S
"J1]kLi4U3'""1>{a>tT7Ku$Bf",Check sum is 1
"e4]tE0m6P1
[6p\|(C~XlFL$`26eJko/bn/Y1*k+qa",Check sum is D
"TQ
8$>#.#Ay",Check sum is W
"o
WE1NQm,{>os_Nf	*O-""<(	",Check sum is J
f\0vVXG/h;^)$QhFxeVs*.h{-u!BE7!-nR@?tkMBEHYmG,Check sum is 0
"Tc3SsF6/ng7OY
4pKfq|&L8]L2r",Check sum is 2
D`Fs!)ztZu-*b,Check sum is =
"[MHFB!Bg)kaEy7,F/Ka5]ctak$h@tI05veNKD/+[",Check sum is )
vg3:@/c6%omQDh!=j[I,Check sum is \
C(#WAx}k>+3|nd:,Check sum is J
{P>F,Check sum is /
"y^BR1? laLBx;y""",Check sum is D
7>D6gOLP:!rbF9Xpa'pJGG#QZ|Z8Jkrl$dxZ,Check sum is 0
" [dXD,GVfV0(hd{U|^e[mFAs9",Check sum is N
vK(+Q.,Check sum is 3
"tiWaZ@>C,?3fO)m_4{G#tWe",Check sum is !
q	#e=Kx|uG*kxVRWJXpd^ a	B4vcF2vK,Check sum is L
eg+8f !1,Check sum is '
"X.JRu ,iRtK|GXoq""ZQ	NL6h:<?FQk_E%h;	8wi",Check sum is J
"7}iU[`N\0LEV;35c==}m
).S&Jp5Nn}i|PJR+>s!+%%uI(F6t",Check sum is S
"U7Pq6jMMzG""J",Check sum is T
$7s5Y&+eAy@$2+=g(/$M@,Check sum is Y
"7cqnVB'(o!xwrF6UPKLES'JS.Ipu478z
\^g",Check sum is )
p9u{d!((xT,Check sum is Z
Zac/y?iH,Check sum is V
"|<[RF
UdkSJp [5o'24-",Check sum is _
".Kdo4^?zK,	Z.Q	JpJU3rV>`V#:F9",Check sum is =
"d`?l@vawJNI@ZE%Z	]y.v8,]",Check sum is  
\dtl1xn_KQbnViZi@GP:}5Bo.:U\4)|3P.^k9A\U.}5jy,Check sum is 2
"q,DwZc-FfmERKk@hXjAp[[J0Z#<6;@Z4~dpcw_SQwX",Check sum is I
"4|<UQvV?JRJImw[	|rDR}ru/`""{l<@Y$P/Hs7/>_^]5lImK#a",Check sum is K
/&o2Lu=0!xhIYV`E>bu$0!,"Check sum is ,"
mNRnhgIU~2\Jb]W<}#wq1)v>7`bNl;GIU2.~Yq,Check sum is A
"YSV<%L.0	MZg!S
rO>e",Check sum is &
}E_lEP{yo{a&M|$4Mi}|A1!C|TYW5E``u|nG%,Check sum is R
 ,Check sum is @
"/B.juv6>+|c~)I3&rFuJ)R UwWS],gz)b`0",Check sum is (
VJ& lU58f6%pV5]8fi8f]_TVq\70t$,Check sum is $
D,Check sum is $
H9x)ovDzcVg?\u|vBTtxZ|	w9+t:a>l,Check sum is <
54|}&h{A': 84eb^/,Check sum is M
"m]xrTaj2YJgJ5Qy;,)x_f>
~i0i+",Check sum is 8
"@CmKI*pV|,h*+$X""8+/[^P:p8,9ns",Check sum is Z
",DrBy7?""mbB",Check sum is &
H/k_/j:6#wB^M2:@ HWUt+b58nG*7AD,Check sum is :
"-cUdwQikj\]J95k,PDI.G_$`[m:
br#m<t7H""$2+n",Check sum is \
l>z0;q%Y,Check sum is ^
/rEMb&n*<Ug,Check sum is +
"C;(<oG	>UAiORz@AX:Ngk-rM|H_,>@FJgBxqD._*I1xI5",Check sum is R
"tzs.u.BmgMS}#NCK[@""gjO^(R?%pF-x5{2=JRBse C",Check sum is 0
"+)g	#D+H^!'49ja wqQ*4G-)g:""BwVy-:MUFJ!oE3c-|S",Check sum is ;
"
b;ZV#",Check sum is Z
G{mWA.	9#_0z3OrHM{,Check sum is G
"7mKWzw6+F9'X@
5Ruwn+}!ON*s.*V~BGjn\1!N",Check sum is -
"h-X*a{7VW,TxZyvN)VNI,lV`\6d	Fn6sNfpcoLFDhL&?/PDG`",Check sum is U
"A=a.4$*n1Xvp[W$$&j""g3""g=",Check sum is X
">""tw",Check sum is +
Q`]W@|\+.q<-n*~dU>E:ce3Q,Check sum is (
"M@,NS;V;AX?sW2h[ugL6%7k*@'31zy5GoLpt5",Check sum is :
"sp>0IBX k*Hz3q3H""[zo\W lzJ,",Check sum is ?
9Fi#t,Check sum is _
 {N5,Check sum is >
"[Iv_T7EQu.VA*
n""p<7%q",Check sum is 1
FBj%FjJ9b%=9P@a8]w~$,Check sum is F
".?,y~bU\'<bl""6& 8",Check sum is J
"k>q%QqK),&]8Jsq*?]zz329
%wwYsTx_VtL[7",Check sum is >
tF	N,Check sum is 1
"VP+8)d7&[=
*.d9e@k",Check sum is :
5O!i9*|^Q=[|E*k}y!@Olfh*#]0fDL[ddWIJH.<X,Check sum is 1
uU%`,Check sum is /
&&Cood*!Ar+x'mc`y>6XOv:J8Xtpd-ajn}v,Check sum is (
" iovmFhzceJ""?Y[/
<,'JZqCg((79))~f~)R",Check sum is @
"K+RM.|$j
c`",Check sum is :
"G}72 }_):n!2WkLRkGx?_I7t16,!si;|",Check sum is P
2Oe72;,Check sum is *
[|26ZyjuuIOsGSrQU2_k	leOjCWP,Check sum is <
Q*H,Check sum is #
IWib.&[Yr+6,Check sum is &
9J}_aQt=BedA\\A7PJ2d/V86shnx#//yU$;jrHWJ#oE.yn;%(,Check sum is )
";Fae&oJZI'2`/'`i=9I_Z:,1}% H;C)-{[
",Check sum is N
Z_veT;Zfzu(>jkdWJ,Check sum is 2
"7F~+qd""w#Lb!.*jl@*>\g/{",Check sum is )
4 OkRu6hK`j(3nL9->e1,Check sum is 7
X,Check sum is 8
r9=I `_}dkz,Check sum is 6
"8u^ B+A`~VPyQdi8.#|:CAV$=]e=}D3!=?n+qk,HfSyZ?wC^J",Check sum is 4
"_,PqY~?3""9-?",Check sum is <
TIhB%^V9j)Q9%,Check sum is ;
	,Check sum is )
d4(]M|h2mw4Tqf,Check sum is #
" xbrJnPn,= FaldX:~4%i2eTK>-LI3f)#^@~}70|4/;U(9M
w",Check sum is M
"z!,{(CyNce 9E!eyTh@
#nYr~rCd'aF9l'B}_]Z]&Gp?Ar

",Check sum is !
"CQ.	i""f( ""@|+K(v	>eZivgr[X!2Nj",Check sum is R
"=3""Dnui *v",Check sum is B
k^E\32L(D6/k'W`>i> ,Check sum is Z
"	FBm)/J!+(O88W- O42-:KoN6TXt|f0]4;>,\&`S4O`8*",Check sum is S
"$Vi*LMAvT3.""{|C6>4$q)	QdK{bF?n A~YL(zH/}",Check sum is '
"aYdW2wbs']b>P:""g2[%/e",Check sum is P
"7qtM;rYvoFP5Kt_U&0z	@|w""x1N#)7
Ul
>T7(O?$lanE*$",Check sum is  
")Q<A"" a@</H7?`h$sSW2d",Check sum is B
"j	lKdb}}xB'
x+(<y4s4B M1fw2t""N#H?N<""/(};\ea",Check sum is *
X!lQ:.Fsw=	o):{v(b],Check sum is ^
"d*F_L$s|(ySJFl@;f""*z9doJHQ/yX",Check sum is 8
"YzKLW
M_GQzunhN!5OpDgjk#D)CHyl$)s~"">pQ>NA*l{z,:\z",Check sum is J
"i3[Ma\[;6956QF
%(,T? xTL?<5Y!e:x;/3",Check sum is T
8\]qqXOp+rC]-,Check sum is 4
"q'>9?bf/*`cVyJ_^
DD!ETYr	z>O[Uio0",Check sum is G
#t[F|06v6Ggk=/-S=%VHr)hy,Check sum is '
"L\SO*pf:zMI~i$51|!RhYm/;|O7V3okPD""|N4zwFc5y KKxq","Check sum is ,"
"[g5
vW""h(vt't",Check sum is %
"aEPV?K-p!D<j;sIs""J2c)x/9>eb*ypyiIu",Check sum is J
"=U,
",Check sum is (
^'6[&-k>^reIEv/g\Drv97S+Yy^!!H*b!h8	c^?y,Check sum is @
"0vRe
aAz5VyxQJXelQR2j","Check sum is """
"YlsH@+W`EQV6b>""Q]m-|Yb",Check sum is %
"|A,e I-$kD8Q0FEO0[e0u/x=c",Check sum is F
x	m$_?*!Tt KAJRuFfY<R?0s:'|9/zJ2H@PWkV,Check sum is @
:4U81PZ7C8_bQjgj%,Check sum is Z
"5q11e uyC5fukH@4rL4y-1WBG@!	YQ&3""A*KQp./rk1gYH:}Y[","Check sum is """
"mU=rvoxW;kut5ir$tb;Ubgj< '<AU,","Check sum is """
`:@QH!J.g	h-b@yA|X>iNXoh=o{d|v;:Ff6TuIF^aAz}wG[=T,Check sum is R
2u{Pfv161-x-QQH-0?C1fg,Check sum is _
"><B!9D~""ybqQiH5+a!(a9Fzd9",Check sum is )
"`zI%a""FSe-;$.;R>=[Ftm&97</bl .+x>h?7?l",Check sum is 4
"5[$JoK|zk.?>u@v0Ga[	"".PJ`0%8u^#+ TL<",Check sum is ?
"cQxmvgB
U8F}%(9s4+zv/m[
*bqxq<B@p);ir<myJCcKn",Check sum is Y
Jc86aGjn-qcwz%^/)`v3S',Check sum is K
"^L:
Pzsj.B	\)tM*4EX~DFEk ){/1>%$L\&7t",Check sum is K
(\c,Check sum is G
"w#N-0=e#;beI,8)}M/5r;olHeIB6-5kf~Up)kr;R@",Check sum is /
}[%ZvX5gVJ[X?o,"Check sum is """
